merchantno,saledate,shop,id,name,qty,amount,refundqty,refundamt
87228f178f64df07e28280f848455722,2019-02-23,00    ,010140       ,敏婷柔皙粉底液（浅肤色）,1.0000,55.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-07,00    ,010140       ,敏婷柔皙粉底液（浅肤色）,1.0000,53.9000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-09,00    ,010141       ,敏婷柔皙乳液润白洁面乳,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-13,00    ,010141       ,敏婷柔皙乳液润白洁面乳,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-18,00    ,010141       ,敏婷柔皙乳液润白洁面乳,1.0000,34.3000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-21,00    ,010141       ,敏婷柔皙乳液润白洁面乳,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-25,00    ,010141       ,敏婷柔皙乳液润白洁面乳,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-03,00    ,010141       ,敏婷柔皙乳液润白洁面乳,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-10,00    ,010142       ,敏婷柔皙乳液润白平衡露,1.0000,55.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-21,00    ,010142       ,敏婷柔皙乳液润白平衡露,1.0000,53.9000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-18,00    ,010142       ,敏婷柔皙乳液润白平衡露,1.0000,53.9000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-05,00    ,010142       ,敏婷柔皙乳液润白平衡露,1.0000,53.9000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-06,00    ,010142       ,敏婷柔皙乳液润白平衡露,1.0000,55.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-15,00    ,010143       ,雪颜素螨速净洁面乳,1.0000,24.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-12,00    ,010143       ,雪颜素螨速净洁面乳,1.0000,23.5000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-04,00    ,010143       ,雪颜素螨速净洁面乳,1.0000,24.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-05,00    ,010144       ,雪颜素螨速净水,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-08,00    ,010144       ,雪颜素螨速净水,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-07,00    ,010144       ,雪颜素螨速净水,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-20,00    ,010145       ,雪颜素螨速净霜,1.0000,38.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-03,00    ,010145       ,雪颜素螨速净霜,1.0000,38.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-31,00    ,010145       ,雪颜素螨速净霜,1.0000,38.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-02,00    ,010145       ,雪颜素螨速净霜,1.0000,38.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-18,00    ,010146       ,军献深层控油洁面乳（三代）,1.0000,30.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-08,00    ,010146       ,军献深层控油洁面乳（三代）,1.0000,30.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-14,00    ,010146       ,军献深层控油洁面乳（三代）,1.0000,30.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-17,00    ,010146       ,军献深层控油洁面乳（三代）,1.0000,30.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-26,00    ,010146       ,军献深层控油洁面乳（三代）,1.0000,30.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-02,00    ,010146       ,军献深层控油洁面乳（三代）,1.0000,30.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-09,00    ,010147       ,军献控油净爽洁面乳（三代）,2.0000,60.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-10,00    ,010147       ,军献控油净爽洁面乳（三代）,0.0000,0.0000,1.0000,30.0000
87228f178f64df07e28280f848455722,2019-02-12,00    ,010147       ,军献控油净爽洁面乳（三代）,2.0000,59.4000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-23,00    ,010147       ,军献控油净爽洁面乳（三代）,0.0000,0.0000,1.0000,30.0000
87228f178f64df07e28280f848455722,2019-03-08,00    ,010147       ,军献控油净爽洁面乳（三代）,1.0000,30.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-11,00    ,010147       ,军献控油净爽洁面乳（三代）,1.0000,30.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-17,00    ,010147       ,军献控油净爽洁面乳（三代）,1.0000,30.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-21,00    ,010147       ,军献控油净爽洁面乳（三代）,1.0000,30.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-03,00    ,010147       ,军献控油净爽洁面乳（三代）,1.0000,30.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-07,00    ,010147       ,军献控油净爽洁面乳（三代）,1.0000,30.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-09,00    ,010147       ,军献控油净爽洁面乳（三代）,1.0000,30.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-28,00    ,010148       ,军献豆蔻无痕洁面乳（三代）,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-08,00    ,010148       ,军献豆蔻无痕洁面乳（三代）,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-09,00    ,010148       ,军献豆蔻无痕洁面乳（三代）,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-23,00    ,010148       ,军献豆蔻无痕洁面乳（三代）,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-24,00    ,010148       ,军献豆蔻无痕洁面乳（三代）,1.0000,34.3000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-15,00    ,010149       ,军献毛孔细致洁面乳（三代）,1.0000,34.3000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-17,00    ,010149       ,军献毛孔细致洁面乳（三代）,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-11,00    ,010149       ,军献毛孔细致洁面乳（三代）,1.0000,34.3000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-28,00    ,010149       ,军献毛孔细致洁面乳（三代）,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-01,00    ,010150       ,军献深层控油清洁面膜（三代）,1.0000,48.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-02,00    ,010150       ,军献深层控油清洁面膜（三代）,1.0000,48.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-09,00    ,010151       ,军献益肤水（三代）,1.0000,60.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-10,00    ,010151       ,军献益肤水（三代）,1.0000,60.0000,2.0000,120.0000
87228f178f64df07e28280f848455722,2019-02-14,00    ,010151       ,军献益肤水（三代）,1.0000,60.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-18,00    ,010151       ,军献益肤水（三代）,0.0000,0.0000,1.0000,60.0000
87228f178f64df07e28280f848455722,2019-03-06,00    ,010151       ,军献益肤水（三代）,1.0000,60.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-09,00    ,010151       ,军献益肤水（三代）,0.0000,0.0000,1.0000,60.0000
87228f178f64df07e28280f848455722,2019-03-15,00    ,010151       ,军献益肤水（三代）,1.0000,58.8000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-27,00    ,010151       ,军献益肤水（三代）,1.0000,60.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-15,00    ,010152       ,军献祛印修复精华素（三代）,1.0000,85.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-04,00    ,010152       ,军献祛印修复精华素（三代）,1.0000,85.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-23,00    ,010153       ,军献益肤霜（三代）,1.0000,65.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-21,00    ,010154       ,军献益肤霜（三代加强型）,1.0000,85.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-26,00    ,010154       ,军献益肤霜（三代加强型）,1.0000,85.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-07,00    ,010154       ,军献益肤霜（三代加强型）,1.0000,85.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-10,00    ,010154       ,军献益肤霜（三代加强型）,1.0000,83.3000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-11,00    ,010155       ,军献粉刺全效洁面乳,1.0000,17.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-15,00    ,010155       ,军献粉刺全效洁面乳,1.0000,17.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-18,00    ,010155       ,军献粉刺全效洁面乳,1.0000,17.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-22,00    ,010155       ,军献粉刺全效洁面乳,1.0000,17.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-28,00    ,010155       ,军献粉刺全效洁面乳,1.0000,17.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-02,00    ,010155       ,军献粉刺全效洁面乳,1.0000,17.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-13,00    ,010156       ,军献粉刺全效洁面乳,1.0000,25.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-18,00    ,010156       ,军献粉刺全效洁面乳,1.0000,25.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-19,00    ,010156       ,军献粉刺全效洁面乳,1.0000,25.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-12,00    ,010156       ,军献粉刺全效洁面乳,1.0000,24.5000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-02,00    ,010156       ,军献粉刺全效洁面乳,1.0000,25.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-05,00    ,010156       ,军献粉刺全效洁面乳,1.0000,25.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-09,00    ,010157       ,军献痤疮全效洁面乳,1.0000,20.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-10,00    ,010157       ,军献痤疮全效洁面乳,1.0000,20.0000,1.0000,20.0000
87228f178f64df07e28280f848455722,2019-02-12,00    ,010157       ,军献痤疮全效洁面乳,3.0000,59.6000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-18,00    ,010157       ,军献痤疮全效洁面乳,0.0000,0.0000,1.0000,20.0000
87228f178f64df07e28280f848455722,2019-03-03,00    ,010157       ,军献痤疮全效洁面乳,0.0000,0.0000,1.0000,20.0000
87228f178f64df07e28280f848455722,2019-03-05,00    ,010157       ,军献痤疮全效洁面乳,2.0000,39.6000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-09,00    ,010157       ,军献痤疮全效洁面乳,1.0000,20.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-11,00    ,010157       ,军献痤疮全效洁面乳,1.0000,19.6000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-25,00    ,010157       ,军献痤疮全效洁面乳,0.0000,0.0000,1.0000,20.0000
87228f178f64df07e28280f848455722,2019-04-10,00    ,010157       ,军献痤疮全效洁面乳,1.0000,20.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-20,00    ,010158       ,军献痤疮全效洁面膏,1.0000,32.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-21,00    ,010158       ,军献痤疮全效洁面膏,1.0000,31.4000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-11,00    ,010158       ,军献痤疮全效洁面膏,1.0000,32.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-13,00    ,010159       ,军献粉刺全效益肤面膜,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-20,00    ,010159       ,军献粉刺全效益肤面膜,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-07,00    ,010159       ,军献粉刺全效益肤面膜,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-21,00    ,010160       ,军献粉刺全效益肤水,1.0000,42.1000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-24,00    ,010160       ,军献粉刺全效益肤水,1.0000,43.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-03,00    ,010160       ,军献粉刺全效益肤水,1.0000,43.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-15,00    ,010160       ,军献粉刺全效益肤水,1.0000,42.1000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-18,00    ,010160       ,军献粉刺全效益肤水,1.0000,42.1000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-30,00    ,010160       ,军献粉刺全效益肤水,1.0000,43.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-05,00    ,010160       ,军献粉刺全效益肤水,1.0000,42.1000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-16,00    ,010161       ,军献粉刺全效精华霜,1.0000,55.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-04,00    ,010161       ,军献粉刺全效精华霜,1.0000,55.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-09,00    ,010162       ,军献粉刺全效益肤霜,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-16,00    ,010162       ,军献粉刺全效益肤霜,1.0000,35.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-02,00    ,010162       ,军献粉刺全效益肤霜,1.0000,34.3000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-10,00    ,010162       ,军献粉刺全效益肤霜,1.0000,34.3000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-09,00    ,010163       ,军献粉刺全效益肤霜（加强型）,1.0000,53.9000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-18,00    ,010163       ,军献粉刺全效益肤霜（加强型）,1.0000,53.9000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-27,00    ,010163       ,军献粉刺全效益肤霜（加强型）,1.0000,55.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-23,00    ,010163       ,军献粉刺全效益肤霜（加强型）,1.0000,55.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-01,00    ,010163       ,军献粉刺全效益肤霜（加强型）,1.0000,55.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-10,00    ,010164       ,军献痤疮全效益肤霜,1.0000,95.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-13,00    ,010164       ,军献痤疮全效益肤霜,1.0000,95.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-15,00    ,010164       ,军献痤疮全效益肤霜,1.0000,93.1000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-28,00    ,010164       ,军献痤疮全效益肤霜,1.0000,95.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-10,00    ,010164       ,军献痤疮全效益肤霜,1.0000,95.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-15,00    ,010164       ,军献痤疮全效益肤霜,1.0000,93.1000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-23,00    ,010164       ,军献痤疮全效益肤霜,1.0000,95.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-25,00    ,010164       ,军献痤疮全效益肤霜,1.0000,95.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-09,00    ,010165       ,军献二合一套装,1.0000,58.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-13,00    ,010165       ,军献二合一套装,1.0000,58.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-24,00    ,010165       ,军献二合一套装,1.0000,56.8000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-26,00    ,010165       ,军献二合一套装,1.0000,58.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-06,00    ,010165       ,军献二合一套装,1.0000,58.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-10,00    ,010165       ,军献二合一套装,1.0000,58.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-14,00    ,010281       ,凯妮雅靓肤激白洁面乳,1.0000,18.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-07,00    ,010281       ,凯妮雅靓肤激白洁面乳,1.0000,18.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-18,00    ,010282       ,凯妮雅靓肤激白营养水,1.0000,23.5000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-20,00    ,010282       ,凯妮雅靓肤激白营养水,1.0000,24.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-05,00    ,010282       ,凯妮雅靓肤激白营养水,1.0000,23.5000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-09,00    ,010283       ,凯妮雅靓肤激白乳,1.0000,25.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-23,00    ,010283       ,凯妮雅靓肤激白乳,1.0000,25.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-06,00    ,010283       ,凯妮雅靓肤激白乳,1.0000,25.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-27,00    ,010283       ,凯妮雅靓肤激白乳,1.0000,25.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-10,00    ,010283       ,凯妮雅靓肤激白乳,1.0000,24.5000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-15,00    ,010284       ,凯妮雅靓肤激白霜,1.0000,24.5000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-04,00    ,010284       ,凯妮雅靓肤激白霜,1.0000,25.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-21,00    ,010285       ,凯妮雅靓肤抗皱营养霜,1.0000,27.4000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-09,00    ,010285       ,凯妮雅靓肤抗皱营养霜,1.0000,28.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-27,00    ,010286       ,凯妮雅靓白浓缩精华素,1.0000,30.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-28,00    ,010286       ,凯妮雅靓白浓缩精华素,1.0000,30.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-02,00    ,010286       ,凯妮雅靓白浓缩精华素,1.0000,30.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-16,00    ,010287       ,凯妮雅保湿滋养洁面乳,1.0000,15.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-21,00    ,010287       ,凯妮雅保湿滋养洁面乳,1.0000,15.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-22,00    ,010287       ,凯妮雅保湿滋养洁面乳,2.0000,30.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-04,00    ,010287       ,凯妮雅保湿滋养洁面乳,1.0000,15.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-12,00    ,010287       ,凯妮雅保湿滋养洁面乳,1.0000,14.7000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-20,00    ,010287       ,凯妮雅保湿滋养洁面乳,1.0000,15.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-04-02,00    ,010287       ,凯妮雅保湿滋养洁面乳,1.0000,15.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-13,00    ,010288       ,凯妮雅保湿滋养乳液,1.0000,25.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-15,00    ,010288       ,凯妮雅保湿滋养乳液,1.0000,24.5000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-02-18,00    ,010289       ,凯妮雅水汪汪保湿霜,1.0000,25.0000,0.0000,0.0000
87228f178f64df07e28280f848455722,2019-03-14,00    ,010289       ,凯妮雅水汪汪保湿霜,1.0000,25.0000,0.0000,0.0000
